Material,Second Derivative
38-0669-03,-0.00017346863192724127
38-0669-03,-0.0002598269587100224
38-0669-03,0.0005189041091151757
38-0669-03,-8.635941024808517e-05
38-0669-03,8.623516334789214e-05
38-0669-03,-0.00017222254195023957
38-0669-03,8.598773407913934e-05
38-0669-03,0.0
38-0669-03,0.0
38-0669-03,0.0
38-0669-03,-1.5187337325936439e-16
38-0669-03,1.5165704453162074e-16
38-0669-03,-8.525389034810407e-05
38-0669-03,-0.00042566399752644784
38-0669-03,0.0005100723129516755
38-0669-03,-8.489164684851386e-05
38-0669-03,8.47715821242034e-05
38-0669-03,-0.00016930371308444004
38-0669-03,0.0001690649373352921
38-0669-03,-0.0003376536682948892
38-0669-03,0.0002528840939194011
38-0669-03,8.417631233672144e-05
38-0669-03,-8.405825876185228e-05
38-0669-03,0.00016788107640315365
38-0669-03,-0.0005867620283491285
38-0669-03,0.0005859425844905914
38-0669-03,-8.358934660460038e-05
38-0669-03,8.347293486076386e-05
38-0669-03,8.335684691051983e-05
38-0669-03,-0.00024972324421446075
38-0669-03,0.0001662512786107831
38-0669-03,-8.301051696206016e-05
38-0669-03,8.289571304815378e-05
38-0669-03,-0.0001655624479203178
38-0669-03,0.0001653341013655476
38-0669-03,-8.255318963948102e-05
38-0669-03,-8.243964181605212e-05
38-0669-03,8.232640592297705e-05
38-0669-03,0.00016442696585788262
38-0669-03,8.210083109586673e-05
38-0669-03,-0.002296718347659927
38-0669-03,0.0020487654248817445
38-0669-03,-8.187575387110383e-05
38-0669-03,0.0001635281258565332
38-0669-03,-8.16526740746782e-05
38-0669-03,0.0
38-0669-03,0.0
38-0669-03,-0.0004066016163716012
38-0669-03,0.00048726084932978716
38-0669-03,0.0
38-0669-03,0.0
38-0669-03,-8.088138058041657e-05
38-0669-03,0.00024231715292854527
38-0669-03,-0.00024199104423411677
38-0669-03,-1.430949060633107e-16
38-0669-03,0.0001608943020169826
38-0669-03,-0.00016067864231372967
38-0669-03,-1.4252027111283247e-16
38-0669-03,-0.0001602490569474228
38-0669-03,0.00016003512237462635
38-0669-03,7.991087912578313e-05
38-0669-03,1.4176123213329346e-16
38-0669-03,-1.4157273399421746e-16
38-0669-03,7.95925308140052e-05
38-0669-03,-0.00023846093497180933
38-0669-03,0.00015876341084445316
38-0669-03,7.92767109994808e-05
38-0669-03,-7.917199395216584e-05
38-0669-03,-7.906755318257147e-05
38-0669-03,7.896338759877202e-05
38-0669-03,7.885949611472843e-05
38-0669-03,-1.3989854190582534e-16
38-0669-03,-7.865253112885854e-05
38-0669-03,-7.854945548334863e-05
38-0669-03,0.0
38-0669-03,-7.834410847743752e-05
38-0669-03,7.824183706835521e-05
38-0669-03,7.813983435913581e-05
38-0669-03,7.803809726272182e-05
38-0669-03,-7.793662474257315e-05
38-0669-03,-7.783541576808706e-05
38-0669-03,-0.0003109378772549241
38-0669-03,0.0005434364905181724
38-0669-03,-0.00015506671978223887
38-0669-03,7.743319689685786e-05
38-0669-03,-0.0001546665847276614
38-0669-03,0.00015446729058584947
38-0669-03,-7.713425270687017e-05
38-0669-03,7.703511561002188e-05
38-0669-03,-7.693623104581925e-05
38-0669-03,0.00015367520003713826
38-0669-03,-0.00015347844310858522
38-0669-03,0.00015328219328429845
38-0669-03,-7.654322235034705e-05
38-0669-03,-0.00015289119543935437
38-0669-03,0.0001526964435928566
38-0669-03,-7.625109363126814e-05
38-0669-03,7.615421227995981e-05
38-0669-03,-1.3510539674143863e-16
38-0669-03,-7.596118626453467e-05
38-0669-03,-0.00037932519867908384
38-0669-03,0.0005303839540365987
38-0669-03,-0.00015134695001847706
38-0669-03,7.557805497452836e-05
38-0669-03,7.548287337643993e-05
38-0669-03,-0.00015077586243295761
38-0669-03,7.529322759262044e-05
38-0669-03,-7.519876349178406e-05
38-0669-03,7.510453612617906e-05
38-0669-03,1.332454972719352e-16
38-0669-03,-0.00014983358358473535
38-0669-03,-0.00014964654234921512
38-0669-03,0.00029891992757180135
38-0669-03,-1.3258181210096301e-16
38-0669-03,0.00014908819893857164
38-0669-03,-0.0001489030091957206
38-0669-03,-7.435913947448777e-05
38-0669-03,-7.426700324468421e-05
38-0669-03,0.00022252528517715587
38-0669-03,-0.00014816682448469976
38-0669-03,-0.0007399195579188975
38-0669-03,0.0008129079735703837
38-0669-03,7.38097204597978e-05
38-0669-03,-7.371893990699044e-05
38-0669-03,1.3079028062649879e-16
38-0669-03,0.0001470760941559749
38-0669-03,-0.00029379173265667237
38-0669-03,7.335803983231514e-05
38-0669-03,7.326836627278835e-05
38-0669-03,-7.317888133586626e-05
38-0669-03,-0.0019010970816916628
38-0669-03,0.00138812961175623
38-0669-03,0.00029199966186435936
38-0669-03,0.00029164445915638455
38-0669-03,-1.2935879903707135e-16
38-0669-03,0.0
38-0669-03,-7.264600430250823e-05
38-0669-03,-0.00029023224819871795
38-0669-03,0.0005072923272036561
38-0669-03,-0.00014476562951253586
38-0669-03,7.229550817882308e-05
38-0669-03,-7.220841196236484e-05
38-0669-03,-7.212152361330415e-05
38-0669-03,0.0
38-0669-03,0.0
38-0669-03,0.0
38-0669-03,-0.0005024324068710794
38-0669-03,0.0005735216797647712
38-0669-03,7.160456522062053e-05
38-0669-03,-0.00021455737457311234
38-0669-03,0.00021430166445258927
38-0669-03,-0.0008561862524742324
38-0669-03,0.0008551682735991492
38-0669-03,0.0
38-0669-03,-1.262900244666385e-16
38-0669-03,-7.101073412442625e-05
38-0669-03,7.092670420185891e-05
38-0669-03,-7.084287124345954e-05
38-0669-03,-7.075923622677756e-05
38-0669-03,0.0
38-0669-03,0.0
38-0669-03,-0.0011281522424528916
38-0669-03,0.0012676799984112223
38-0669-03,0.0
38-0669-03,-7.026155214100807e-05
38-0669-03,1.2466345274083093e-16
38-0669-03,-7.009721011009412e-05
38-0669-03,-0.00014003065411053809
38-0669-03,6.99336350784052e-05
38-0669-03,-0.001257338403201231
38-0669-03,0.0013954164337775723
38-0669-03,0.00013937940113681267
38-0669-03,-6.960876624967149e-05
38-0669-03,-6.952801969907272e-05
38-0669-03,-6.944745865714464e-05
38-0669-03,-6.936708569238277e-05
38-0669-03,-0.00013857379709461104
38-0669-03,6.920689657793668e-05
38-0669-03,-0.000138254158287524
38-0669-03,-0.0012428540209261337
38-0669-03,0.0013793599066558046
38-0669-03,-0.00041333236613548985
38-0669-03,-0.0024083374716600205
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,
38-0672-03,0.0
38-0672-03,0.8862629246676513
38-0672-03,-0.29691211401425177
38-0672-03,0.0
38-0672-03,0.09930815319937768
38-0672-03,0.07451379747149847
38-0672-03,0.05962673662870431
38-0672-03,-0.09939534498467656
38-0672-03,-7.390502901189231e-17
38-0672-03,0.03728143757223282
38-0672-03,-0.03314148098231347
38-0672-03,0.029829079375180194
38-0672-03,-0.027118644067796637
38-0672-03,0.024859749579455925
38-0672-03,-0.022948236428030608
38-0672-03,0.02130969377970048
38-0672-03,0.019889414853414958
38-0672-03,-0.0372934873139987
38-0672-03,0.0
38-0672-03,0.01657550140891758
38-0672-03,-0.015703353189350993
38-0672-03,-0.014918396371846016
38-0672-03,0.014208178227387697
38-0672-03,0.013562509606777602
38-0672-03,-0.012972972972972984
38-0672-03,0.0
38-0672-03,0.011935358100527552
38-0672-03,-7.963352681928373e-17
38-0672-03,-0.01105143337090814
38-0672-03,0.0
38-0672-03,0.01028937142229982
38-0672-03,-0.009946454917693094
38-0672-03,-6.679142068849665e-17
38-0672-03,-0.009324907761120674
38-0672-03,0.0
38-0672-03,0.008776472033771873
38-0672-03,0.008525754884547076
38-0672-03,-0.008288964349164341
38-0672-03,-0.00806497140967636
38-0672-03,0.007852745319763795
38-0672-03,0.007651421634139631
38-0672-03,-5.176527769640541e-17
38-0672-03,5.0503004004788325e-17
38-0672-03,-0.014209961656786809
38-0672-03,0.006939769738440084
38-0672-03,-0.006782051977646363
38-0672-03,0.0
38-0672-03,0.01946164757983602
38-0672-03,-0.012698412698412754
38-0672-03,4.313873263756379e-17
38-0672-03,0.006090084530373287
38-0672-03,-0.01193659281894577
38-0672-03,0.005851283771659508
38-0672-03,0.0
38-0672-03,0.0
38-0672-03,0.011052491968522512
38-0672-03,-0.005425778960999506
38-0672-03,-0.005328899688792336
38-0672-03,-0.005235410220567764
38-0672-03,0.010290306702591281
38-0672-03,-0.005057955742887254
38-0672-03,0.00497366444675444
38-0672-03,-0.004892136542792338
38-0672-03,0.0
38-0672-03,0.0
38-0672-03,0.0046628307112682
38-0672-03,0.004591101221539003
38-0672-03,-0.013564635488100812
38-0672-03,0.01336219567599343
38-0672-03,6.090364079181995e-17
38-0672-03,-0.0043249726805892385
38-0672-03,0.0
38-0672-03,0.0
38-0672-03,-0.008289559852003732
38-0672-03,0.004088006606218679
38-0672-03,0.0
38-0672-03,0.04315491174820545
38-0672-03,-0.0074990344993082205
38-0672-03,0.014115073133722686
38-0672-03,0.006665126281925869
38-0672-03,0.015785136925539508
38-0672-03,-8.32406725163891e-17
38-0672-03,0.011424610896793884
38-0672-03,-0.002726241712225197
38-0672-03,0.020861057533927484
38-0672-03,0.004997825945713481
38-0672-03,0.021590085832585697
38-0672-03,-0.016146071199560713
38-0672-03,0.015547747131440545
38-0672-03,0.01499218264761947
38-0672-03,0.002067850304181011
38-0672-03,0.01399222032549881
38-0672-03,0.013540647088180788
38-0672-03,-0.009369507126447338
38-0672-03,0.023622190322170562
38-0672-03,-0.019399873724458516
38-0672-03,0.02398500594485526
38-0672-03,0.003331212461399578
38-0672-03,0.014585149724664617
38-0672-03,-0.007889546351084645
38-0672-03,0.010762045034546003
38-0672-03,0.0
38-0672-03,0.004387234901331253
38-0672-03,0.004282740839930978
38-0672-03,0.004183108607442994
38-0672-03,-0.0027253377374788167
38-0672-03,0.0013323775744864216
38-0672-03,0.0013034037084443772
38-0672-03,0.0012756631534902015
38-0672-03,-0.0074944728262908945
38-0672-03,0.008565058964313215
38-0672-03,-0.004796404615100525
38-0672-03,0.010580244097987046
38-0672-03,-0.019600465645572485
38-0672-03,0.012443288768763609
38-0672-03,0.004441016637528667
38-0672-03,-0.01744099855530445
38-0672-03,0.011776515985549987
38-0672-03,-0.008414442127745498
38-0672-03,0.005168330811761587
38-0672-03,-0.0030484252512576475
38-0672-03,0.0059952098273477325
38-0672-03,-0.00786253922669918
38-0672-03,0.005801770893868962
38-0672-03,0.0038064387815204626
38-0672-03,-0.009367374371799839
38-0672-03,0.006456260220490208
38-0672-03,-0.003633380960902099
38-0672-03,0.0035791397000859916
38-0672-03,-0.0017632470547167898
38-0672-03,0.005213062196176416
38-0672-03,-0.005138574508045157
38-0672-03,0.002533092745812777
38-0672-03,0.004163173070598168
38-0672-03,-0.005748584821600613
38-0672-03,0.005670886075949102
38-0672-03,0.00159864562742498
38-0672-03,-0.0031552136355716006
38-0672-03,0.006228458293075439
38-0672-03,-0.002305721802367449
38-0672-03,0.007588433709340062
38-0672-03,-0.01198969785211991
38-0672-03,0.00740103155577743
38-0672-03,0.0043864555026995825
38-0672-03,-0.0036113312016854667
38-0672-03,0.004281998123057652
38-0672-03,0.000705268852012967
38-0672-03,0.005576533389841591
38-0672-03,-0.0013781061651638822
38-0672-03,-0.003406107468595086
38-0672-03,0.008756357059094342
38-0672-03,-0.0019982419911010905
38-0672-03,0.000658759937118803
38-0672-03,0.005212787053522078
38-0672-03,0.0
38-0672-03,0.0012754646517725001
38-0672-03,0.004417128361750546
38-0672-03,-0.006244442446222729
38-0672-03,0.014214131566001032
38-0672-03,-0.011622273659278513
38-0672-03,0.004844151534748315
38-0672-03,0.007193554575100982
38-0672-03,0.001187053519494322
38-0672-03,-0.0005877070491920612
38-0672-03,0.002328001434048627
38-0672-03,0.0017292102811916894
38-0672-03,0.002283652473767305
38-0672-03,0.004524211316862694
38-0672-03,-0.0005602404103655804
38-0672-03,-0.0005550523081292105
38-0672-03,0.0038497158909670667
38-0672-03,0.0027247956403264333
38-0672-03,0.00594053845040569
38-0672-03,-0.0005352264650215834
38-0672-03,0.004243914756727729
38-0672-03,0.001051670684049031
38-0672-03,0.0015637868662754318
38-0672-03,0.0
38-0672-03,0.004098805812925953
38-0672-03,0.004064065935406191
38-0672-03,0.001007477497989524
38-0672-03,0.0014986212684330983
38-0672-03,0.002972468992195289
38-0672-03,0.000491350269848423
38-0672-03,0.002436775028969575
38-0672-03,0.006284515485610104
38-0672-03,-0.0014386692884541536
38-0672-03,0.005709000810676641
38-0672-03,-0.00755205727480154
38-0672-03,0.014049466924199132
38-0672-03,-0.0027881084078516245
38-0672-03,0.0018444390853248293
38-0672-03,0.0013727686027679
38-0672-03,0.0036329805608296705
38-0672-03,0.002253538731871009
38-0672-03,0.0
38-0672-03,0.0008880596385325933
38-0672-03,-0.004848410052075994
38-0672-03,0.0048130164968324795
38-0672-03,0.00521251193991036
38-0672-03,0.003018754660203132
38-0672-03,0.0008563399772465722
38-0672-03,0.00042513301349060545
38-0672-03,0.005909943437621138
38-0672-03,-0.002934305510668275
38-0672-03,0.000416275194536314
38-0672-03,0.004960848569684195
38-0672-03,-0.001231716705159319
38-0672-03,0.002038894772234069
38-0672-03,-0.0004050234245288137
38-0672-03,-0.0068391830475170385
38-0672-03,0.010789810103338815
38-0672-03,-0.003175806704524579
38-0672-03,0.001971819543807325
38-0672-03,0.0015671445020840212
38-0672-03,0.001167725469300562
38-0672-03,-0.0003867303534231146
38-0672-03,0.003842510850291979
38-0672-03,0.00038180340255467303
38-0672-03,0.002276320237283708
38-0672-03,-0.0015080016452302986
38-0672-03,-0.0007492878955145526
38-0672-03,-1.3227348448651005e-15
38-0672-03,0.002220109555006259
38-0672-03,-0.0011032440277723716
38-0672-03,-1.733592338615944
38-0672-03,1.489852581733001
38-0672-03,0.005777621514515056
38-0672-03,0.032663433824241125
38-0672-03,0.050309097668868465
38-0672-03,0.006384432200523749
38-0672-03,0.0031734367826699275
38-0672-03,0.00946463137364087
38-0672-03,0.011849125778471001
38-0672-03,0.059942607551935145
38-0672-03,-0.08130142918266473
38-0672-03,0.05000921402642021
38-0672-03,-0.030311844165788138
38-0672-03,0.03318850052322773
38-0672-03,0.0053880870741805685
38-0672-03,-0.01306008509817431
38-0672-03,0.008325335461066596
38-0672-03,-0.00662346840572439
38-0672-03,0.003952243721696321
38-0672-03,0.007206182642663898
38-0672-03,-0.014985578010032315
38-0672-03,0.034993335065719604
38-0672-03,-0.03126021193779196
38-0672-03,0.003205467244933458
38-0672-03,0.033478363730623795
38-0672-03,-0.02378658297172306
38-0672-03,-0.005047761286321574
38-0672-03,0.0053351644454597
38-0672-03,0.01998070613064262
38-0672-03,-0.02018775230808165
38-0672-03,0.015448987751425867
38-0672-03,-0.013217989129895481
38-0672-03,-0.009480625831403185
38-0672-03,0.018256446478032966
38-0672-03,-0.007568432250724171
38-0672-03,0.006927964729631061
38-0672-03,-0.010789547086782734
38-0672-03,0.03697908325870382
38-0672-03,-0.04065365538677657
38-0672-03,0.0038386416169376592
38-0672-03,0.012047135445845982
38-0672-03,-0.01081876722779003
38-0672-03,0.001745877619216592
38-0672-03,0.004922754738802821
38-0672-03,-0.00028818153131055505
38-0672-03,-0.005736051571692348
38-0672-03,0.008277666029286358
38-0672-03,0.003977174427790945
38-0672-03,-0.01837834567179999
38-0672-03,0.004784076342601627
38-0672-03,0.012044348973527155
38-0672-03,0.0022303860547339856
38-0672-03,-0.025530684413822075
38-0672-03,0.019612224879846932
38-0672-03,0.005774188004813019
38-0672-03,-9.723980586601998e-16
38-0672-03,-0.0038144613313067675
38-0672-03,-0.022511972707894245
38-0672-03,0.0216005406615323
38-0672-03,0.0
38-0672-03,-0.010703833229996516
38-0672-03,-0.01891485730072239
38-0672-03,0.0018565930403757135
38-0672-03,0.005281182013033316
38-0672-03,-0.010253134107050995
38-0672-03,0.004449796997644228
38-0672-03,0.0013030731938816558
38-0672-03,-0.011936372904745649
38-0672-03,-0.008009402521823748
38-0672-03,-0.004630659459074892
38-0672-03,-0.002305434558189968
38-0672-03,-9.061881541061908e-16
38-0672-03,-0.00025398844403318145
38-0672-03,-0.000505833354549952
38-0672-03,0.0005037078353513975
38-0672-03,-0.0005016001043325437
38-0672-03,0.00024975499035388016
38-0672-03,0.0
38-0672-03,-0.00024769077886803073
38-0672-03,0.0
38-0672-03,-8.727610949576976e-16
38-0672-03,8.691985990903875e-16
38-0672-03,0.0002436630549298566
38-0672-03,-0.00048535301666287074
38-0672-03,0.00048339583641557256
38-0672-03,-0.0004814543773837876
38-0672-03,0.00023976422545070146
38-0672-03,8.484197723292327e-16
38-0672-03,-8.450528382078632e-16
38-0672-03,8.417125216546992e-16
38-0672-03,-0.0002359882005902589
38-0672-03,0.0002350627053275604
38-0672-03,-0.00023414444089614152
38-0672-03,0.00023323332288393685
38-0672-03,8.253993690867556e-16
38-0672-03,-0.00023143219499579306
38-0672-03,0.00023054202273910254
38-0672-03,-0.00022965867209546594
38-0672-03,0.00022878206494977992
38-0672-03,8.097065218423006e-16
38-0672-03,-0.00022704877461804087
38-0672-03,0.0
38-0672-03,0.0002253415332616246
38-0672-03,-7.975753846859546e-16
38-0672-03,-0.00022365980806357785
38-0672-03,0.0
38-0672-03,0.00022200298194432477
38-0672-03,-0.0002211837399872824
38-0672-03,0.0002203705059937227
38-0672-03,-0.00021956323018523574
38-0672-03,0.0
38-0672-03,0.000217966308947118
38-0672-03,-0.00021717653563848913
38-0672-03,0.0002163924649549638
38-0672-03,-0.00021561403535277194
38-0672-03,0.0
38-0672-03,0.00021407387289775295
38-0672-03,-0.00021331200592521497
38-0672-03,0.0
38-0672-03,0.00021180441048746773
38-0672-03,-0.00021105858331942165
38-0672-03,0.0
38-0672-03,0.00020958257647851015
38-0672-03,-0.00020885228775777273
38-0672-03,0.0
38-0672-03,0.00020740687275883332
38-0672-03,-0.00020669164190698298
38-0672-03,0.0
38-0672-03,0.000205275877435864
38-0672-03,-0.00020457524349009243
38-0672-03,0.0
38-0672-03,0.0
38-0672-03,0.00020250174708407045
38-0672-03,-0.00020181989068248466
38-0672-03,0.0
38-0672-03,0.0
38-0672-03,0.00019980159701440915
38-0672-03,-0.00019913777326954196
38-0672-03,0.0
38-0672-03,0.00019782324532548672
38-0672-03,-0.00019717246794028308
38-0672-03,0.0
38-0672-03,0.0
38-0672-03,0.0
38-0672-03,0.0
38-0672-03,0.00019398186773913204
38-0672-03,-0.0001933560788833291
38-0672-03,0.0
38-0672-03,0.0
38-0672-03,0.0001915027179983106
38-0672-03,-0.00019089280948806408
38-0672-03,0.0
38-0672-03,0.0
38-0672-03,0.00018908617299752439
